Frequency,Returnloss,Returnphase,Transmissionloss,Transmissionphase,Rs,Xs,|Z|,Magnitude,SWR,C,,,Xc-calc,,,,,,
41440572,1.231671554,151.8475073,0,0,3.760431995,12.47035704,13.02500109,1.152347802,14.12785597,308.1312368,,1.095878888,4.17E-18,,,,,,
41667718,1.231671554,151.4956012,0,0,3.766234331,12.63271135,13.18218181,1.152347802,14.12785597,302.513017,,1.101496573,4.15E-18,,,,,,
41894864,1.290322581,151.143695,0,0,3.950974447,12.78864409,13.38505199,1.160155302,13.48787882,297.2042874,,1.106824501,4.13E-18,,,,,,
42122010,1.290322581,150.7917889,0,0,3.957225605,12.95140527,13.54247145,1.160155302,13.48787882,291.8867467,,1.112316893,4.11E-18,,,,,,
42349156,1.290322581,150.4398827,0,0,3.963565959,13.11442253,13.70028954,1.160155302,13.48787882,286.7123661,,1.117749172,4.09E-18,,,,,,
42576302,1.290322581,149.9120235,0,0,3.973244881,13.35943653,13.93776235,1.160155302,13.48787882,279.9524532,,1.125788141,4.06E-18,,,,,,
42803448,1.290322581,149.5601173,0,0,3.979810532,13.52310993,14.09657384,1.160155302,13.48787882,275.0964735,,1.131076578,4.04E-18,,,,,,
43030594,1.290322581,149.2082111,0,0,3.986467248,13.68705221,14.25578196,1.160155302,13.48787882,270.3666321,,1.136309924,4.02E-18,,,,,,
43257740,1.290322581,148.856305,0,0,3.99321558,13.85126707,14.41538658,1.160155302,13.48787882,265.7584163,,1.141489503,4.00E-18,,,,,,
43484886,1.290322581,148.5043988,0,0,4.000056092,14.01575824,14.57538774,1.160155302,13.48787882,261.2675198,,1.146616598,3.98E-18,,,,,,
43712032,1.290322581,148.1524927,0,0,4.006989354,14.18052947,14.73578569,1.160155302,13.48787882,256.8898315,,1.151692447,3.96E-18,,,,,,
43939178,1.290322581,147.8005865,0,0,4.014015948,14.34558453,14.8965808,1.160155302,13.48787882,252.6214243,,1.156718249,3.94E-18,,,,,,
44166324,1.290322581,147.4486804,0,0,4.021136462,14.51092722,15.05777364,1.160155302,13.48787882,248.4585455,,1.161695164,3.92E-18,,,,,,
44393470,1.231671554,147.0967742,0,0,3.846034525,14.68436717,15.17967789,1.152347802,14.12785597,244.2676917,,1.166855235,3.90E-18,,,,,,
44620616,1.290322581,146.744868,0,0,4.035661658,14.84249076,15.3813555,1.160155302,13.48787882,240.4351769,,1.171506787,3.88E-18,,,,,,
44847762,1.231671554,146.3929619,0,0,3.860092069,15.01673099,15.50491923,1.152347802,14.12785597,236.441758,,1.176575401,3.86E-18,,,,,,
45074908,1.231671554,146.0410557,0,0,3.867258656,15.18336653,15.66813035,1.152347802,14.12785597,232.6684149,,1.181368076,3.84E-18,,,,,,
45302054,1.231671554,145.6891496,0,0,3.874517929,15.35030973,15.83173705,1.152347802,14.12785597,228.9840962,,1.186117143,3.82E-18,,,,,,
45529200,1.231671554,145.3372434,0,0,3.881870507,15.51756454,15.99574093,1.152347802,14.12785597,225.3859173,,1.19082356,3.80E-18,,,,,,
45756346,1.231671554,144.9853372,0,0,3.889317019,15.68513493,16.16014371,1.152347802,14.12785597,221.8711129,,1.195488259,3.78E-18,,,,,,
45983492,1.231671554,144.6334311,0,0,3.896858105,15.85302492,16.32494723,1.152347802,14.12785597,218.4370312,,1.200112142,3.76E-18,,,,,,
46210638,1.231671554,144.1055718,0,0,3.90834848,16.10546796,16.5729082,1.152347802,14.12785597,213.9562825,,1.206973348,3.74E-18,,,,,,
46437784,1.231671554,143.7536657,0,0,3.916128859,16.27417463,16.73872233,1.152347802,14.12785597,210.7026012,,1.211498972,3.73E-18,,,,,,
46664930,1.231671554,143.4017595,0,0,3.924006126,16.44321514,16.90494449,1.152347802,14.12785597,207.5214526,,1.215986739,3.71E-18,,,,,,
46892076,1.231671554,143.0498534,0,0,3.931980964,16.6125936,17.07157697,1.152347802,14.12785597,204.4106199,,1.220437441,3.69E-18,,,,,,
47119222,1.231671554,142.8739003,0,0,3.93600519,16.69741086,17.15504784,1.152347802,14.12785597,202.3918926,,1.222649134,3.67E-18,,,,,,
47346368,1.231671554,142.5219941,0,0,3.944127692,16.86730407,17.32230036,1.152347802,14.12785597,199.39213,,1.227045674,3.65E-18,,,,,,
47573514,1.231671554,142.170088,0,0,3.952349523,17.03754569,17.48996941,1.152347802,14.12785597,196.4572638,,1.231407034,3.64E-18,,,,,,
47800660,1.231671554,141.8181818,0,0,3.960671404,17.20813996,17.65805762,1.152347802,14.12785597,193.5853702,,1.23573393,3.62E-18,,,,,,
48027806,1.231671554,141.4662757,0,0,3.969094068,17.37909114,17.82656772,1.152347802,14.12785597,190.7745983,,1.240027061,3.60E-18,,,,,,
48254952,1.231671554,141.1143695,0,0,3.977618258,17.55040353,17.99550252,1.152347802,14.12785597,188.0231663,,1.244287106,3.59E-18,,,,,,
48482098,1.231671554,140.7624633,0,0,3.986244728,17.72208145,18.16486493,1.152347802,14.12785597,185.3293587,,1.248514728,3.57E-18,,,,,,
48709244,1.173020528,140.4105572,0,0,3.8055576,17.90355708,18.30354132,1.144592844,14.83194316,182.5953199,,1.252939325,3.55E-18,,,,,,
48936390,1.231671554,140.058651,0,0,4.003807588,18.06655134,18.50488456,1.152347802,14.12785597,180.1080682,,1.256875259,3.54E-18,,,,,,
49163536,1.173020528,139.7067449,0,0,3.822495254,18.24900461,18.64504329,1.144592844,14.83194316,177.4835326,,1.261239181,3.52E-18,,,,,,
49390682,1.173020528,139.3548387,0,0,3.831114434,18.42230218,18.8164464,1.144592844,14.83194316,175.0053927,,1.265343902,3.50E-18,,,,,,
49617828,1.173020528,139.0029326,0,0,3.839834882,18.59598827,18.9882888,1.144592844,14.83194316,172.5771702,,1.269419264,3.49E-18,,,,,,
49844974,1.173020528,138.6510264,0,0,3.848657383,18.77006743,19.16057397,1.144592844,14.83194316,170.1974895,,1.273465833,3.47E-18,,,,,,
50072120,1.173020528,138.2991202,0,0,3.857582737,18.94454423,19.33330547,1.144592844,14.83194316,167.8650235,,1.277484161,3.46E-18,,,,,,
50299266,1.173020528,137.9472141,0,0,3.866611755,19.11942327,19.50648693,1.144592844,14.83194316,165.5784912,,1.281474788,3.44E-18,,,,,,
50526412,1.173020528,137.5953079,0,0,3.87574526,19.29470919,19.68012205,1.144592844,14.83194316,163.336656,,1.285438237,3.42E-18,,,,,,
50753558,1.173020528,137.4193548,0,0,3.880351456,19.3825062,19.76711091,1.144592844,14.83194316,161.8690924,,1.287409931,3.41E-18,,,,,,
50980704,1.231671554,137.0674487,0,0,4.083197654,19.54788454,19.9697845,1.152347802,14.12785597,159.7845422,,1.291099765,3.39E-18,,,,,,
51207850,1.173020528,136.7155425,0,0,3.899041669,19.73473494,20.11621955,1.144592844,14.83194316,157.5696305,,1.295231298,3.38E-18,,,,,,
51434996,1.173020528,136.3636364,0,0,3.908547541,19.91148206,20.29147264,1.144592844,14.83194316,155.4812627,,1.299103587,3.36E-18,,,,,,
51662142,1.231671554,136.0117302,0,0,4.11311904,20.07776611,20.49474177,1.152347802,14.12785597,153.515615,,1.302715391,3.35E-18,,,,,,
51889288,1.173020528,135.659824,0,0,3.927885215,20.26626588,20.6433964,1.144592844,14.83194316,151.4219758,,1.306773736,3.33E-18,,,,,,
52116434,1.173020528,135.3079179,0,0,3.937718816,20.44431232,20.8200753,1.144592844,14.83194316,149.4490496,,1.310572507,3.32E-18,,,,,,
52343580,1.173020528,134.9560117,0,0,3.947663481,20.62280166,20.99723781,1.144592844,14.83194316,147.5126512,,1.314347665,3.31E-18,,,,,,
52570726,1.173020528,134.7800587,0,0,3.952677753,20.71221398,21.08600174,1.144592844,14.83194316,146.2412388,,1.316226524,3.29E-18,,,,,,
52797872,1.114369501,134.4281525,0,0,3.765501465,20.90228205,21.23874752,1.136890075,15.61026303,144.2880067,,1.320193704,3.28E-18,,,,,,
53025018,1.114369501,134.0762463,0,0,3.775223861,21.08202266,21.417376,1.136890075,15.61026303,142.4450152,,1.323912276,3.26E-18,,,,,,
53252164,1.173020528,133.7243402,0,0,3.983358036,21.25107444,21.62117726,1.144592844,14.83194316,140.7091057,,1.327380893,3.25E-18,,,,,,
53479310,1.173020528,133.372434,0,0,3.993814238,21.431619,21.80056983,1.144592844,14.83194316,138.9311342,,1.33105498,3.23E-18,,,,,,
53706456,1.173020528,133.0205279,0,0,4.004386811,21.61263432,21.98047034,1.144592844,14.83194316,137.184851,,1.334707705,3.22E-18,,,,,,
53933602,1.114369501,132.6686217,0,0,3.815210657,21.80565205,22.13689892,1.136890075,15.61026303,135.3978763,,1.338569078,3.21E-18,,,,,,
54160748,1.173020528,132.3167155,0,0,4.025885129,21.97609815,22.34181374,1.144592844,14.83194316,133.7842895,,1.341950586,3.19E-18,,,,,,
54387894,1.173020528,132.1407625,0,0,4.03133404,22.06726653,22.43247437,1.144592844,14.83194316,132.6751457,,1.34374854,3.18E-18,,,,,,
54615040,1.173020528,131.7888563,0,0,4.042321975,22.24997084,22.61418955,1.144592844,14.83194316,131.0384219,,1.347329446,3.17E-18,,,,,,
54842186,1.173020528,131.4369501,0,0,4.053430952,22.43316969,22.79643404,1.144592844,14.83194316,129.4300018,,1.350890642,3.15E-18,,,,,,
55069332,1.173020528,131.085044,0,0,4.064662054,22.61686851,22.97921276,1.144592844,14.83194316,127.8492176,,1.354432473,3.14E-18,,,,,,
55296478,1.173020528,130.7331378,0,0,4.076016375,22.80107275,23.16253069,1.144592844,14.83194316,126.2954211,,1.35795528,3.13E-18,,,,,,
55523624,1.173020528,130.5571848,0,0,4.081740091,22.89336612,23.25439345,1.144592844,14.83194316,125.2716789,,1.359709654,3.12E-18,,,,,,
55750770,1.173020528,130.2052786,0,0,4.093281336,23.07833884,23.43852972,1.144592844,14.83194316,123.7613223,,1.363204545,3.10E-18,,,,,,
55977916,1.114369501,129.8533724,0,0,3.900654961,23.2764101,23.60098253,1.136890075,15.61026303,122.2102492,,1.366916,3.09E-18,,,,,,
56205062,1.173020528,129.5014663,0,0,4.116743083,23.44984775,23.80846347,1.144592844,14.83194316,120.8161237,,1.370140027,3.08E-18,,,,,,
56432208,1.114369501,129.1495601,0,0,3.923204162,23.64924986,23.97245399,1.136890075,15.61026303,119.3152467,,1.37381737,3.07E-18,,,,,,
56659354,1.114369501,128.797654,0,0,3.934663007,23.8364733,24.15903624,1.136890075,15.61026303,117.9035109,,1.377242,3.05E-18,,,,,,
56886500,1.114369501,128.6217009,0,0,3.940438991,23.93028843,24.25254139,1.136890075,15.61026303,116.9723483,,1.378947933,3.04E-18,,,,,,
57113646,1.114369501,128.2697947,0,0,3.952084806,24.1183292,24.43998318,1.136890075,15.61026303,115.5987804,,1.382347219,3.03E-18,,,,,,
57340792,1.114369501,127.9178886,0,0,3.963856733,24.3069222,24.62800493,1.136890075,15.61026303,114.2474981,,1.385729971,3.02E-18,,,,,,
57567938,1.114369501,127.5659824,0,0,3.975755963,24.49607338,24.81661231,1.136890075,15.61026303,112.918008,,1.389096474,3.01E-18,,,,,,
57795084,1.114369501,127.3900293,0,0,3.981753695,24.59086016,24.91113738,1.136890075,15.61026303,112.0406802,,1.39077372,2.99E-18,,,,,,
58022230,1.114369501,127.0381232,0,0,3.993846156,24.78085986,25.10063391,1.136890075,15.61026303,110.7463874,,1.394116372,2.98E-18,,,,,,
58249376,1.114369501,126.686217,0,0,4.006068979,24.97143285,25.29073046,1.136890075,15.61026303,109.4726462,,1.397443463,2.97E-18,,,,,,
58476522,1.114369501,126.3343109,0,0,4.018423421,25.16258525,25.48143291,1.136890075,15.61026303,108.2190115,,1.400755259,2.96E-18,,,,,,
58703668,1.114369501,126.1583578,0,0,4.024650397,25.25838067,25.57701321,1.136890075,15.61026303,107.3914271,,1.402405504,2.95E-18,,,,,,
58930814,1.114369501,125.8064516,0,0,4.037204662,25.45041383,25.7686357,1.136890075,15.61026303,106.1703057,,1.405694849,2.94E-18,,,,,,
59157960,1.114369501,125.4545455,0,0,4.049893769,25.64304202,25.9608791,1.136890075,15.61026303,104.9681693,,1.408969544,2.92E-18,,,,,,
59385106,1.114369501,125.1026393,0,0,4.062719039,25.83627159,26.15374955,1.136890075,15.61026303,103.7846151,,1.412229841,2.91E-18,,,,,,
59612252,1.114369501,124.9266862,0,0,4.069183154,25.93311388,26.25042185,1.136890075,15.61026303,103.0030679,,1.413854667,2.90E-18,,,,,,
59839398,1.055718475,124.5747801,0,0,3.868351855,26.14128798,26.42595473,1.129239143,16.47518773,101.7949326,,1.417326981,2.89E-18,,,,,,
60066544,1.055718475,124.2228739,0,0,3.88084013,26.33619937,26.6205995,1.129239143,16.47518773,100.6594632,,1.420553101,2.88E-18,,,,,,
60293690,1.055718475,124.0469208,0,0,3.887134316,26.43388925,26.71816449,1.129239143,16.47518773,99.90964745,,1.422161066,2.87E-18,,,,,,
60520836,1.055718475,123.6950147,0,0,3.899823619,26.62974151,26.91378378,1.129239143,16.47518773,98.80262587,,1.425366951,2.86E-18,,,,,,
60747982,1.055718475,123.3431085,0,0,3.912648628,26.82622936,27.11006089,1.129239143,16.47518773,97.71221701,,1.428559633,2.85E-18,,,,,,
60975128,1.055718475,123.1671554,0,0,3.919112451,26.92471375,27.20844819,1.129239143,16.47518773,96.99213984,,1.430151095,2.84E-18,,,,,,
61202274,1.055718475,122.8152493,0,0,3.932143601,27.12216768,27.40572446,1.129239143,16.47518773,95.92866504,,1.433324397,2.83E-18,,,,,,
61429420,1.055718475,122.4633431,0,0,3.945313931,27.32027422,27.60367522,1.129239143,16.47518773,94.88092004,,1.436485054,2.82E-18,,,,,,
61656566,1.055718475,122.28739,0,0,3.951951732,27.41957438,27.70290565,1.129239143,16.47518773,94.18902783,,1.438060709,2.81E-18,,,,,,
61883712,1.055718475,121.9354839,0,0,3.965333511,27.61867284,27.90188092,1.129239143,16.47518773,93.1668033,,1.441202806,2.80E-18,,,,,,
62110858,1.055718475,121.5835777,0,0,3.978858074,27.81844135,28.10154783,1.129239143,16.47518773,92.15948402,,1.444332793,2.79E-18,,,,,,
62338004,1.055718475,121.4076246,0,0,3.985674363,27.91857909,28.20164284,1.129239143,16.47518773,91.49432396,,1.445893311,2.78E-18,,,,,,
62565150,1.055718475,121.0557185,0,0,3.999415888,28.11936603,28.40236035,1.129239143,16.47518773,90.51120383,,1.449005525,2.77E-18,,,,,,
62792296,1.055718475,120.7038123,0,0,4.013303945,28.32084091,28.60378713,1.129239143,16.47518773,89.54221814,,1.452106144,2.76E-18,,,,,,
63019442,1.055718475,120.5278592,0,0,4.020303402,28.42183861,28.70476876,1.129239143,16.47518773,88.90243041,,1.453652169,2.75E-18,,,,,,
63246588,1.055718475,120.1759531,0,0,4.034414146,28.6243591,28.90727299,1.129239143,16.47518773,87.95640762,,1.456735772,2.74E-18,,,,,,
63473734,1.055718475,119.8240469,0,0,4.048675311,28.82758591,29.11050465,1.129239143,16.47518773,87.02379806,,1.459808275,2.73E-18,,,,,,
63700880,0.997067449,119.6480938,0,0,3.831559479,28.94487834,29.19737711,1.1216397,17.44200048,86.36210032,,1.461571728,2.72E-18,,,,,,
63928026,0.997067449,119.2961877,0,0,3.845255263,29.14934298,29.40187382,1.1216397,17.44200048,85.45161827,,1.46462877,2.71E-18,,,,,,
64155172,0.997067449,118.9442815,0,0,3.859097097,29.35453453,29.60711617,1.1216397,17.44200048,84.55386893,,1.467675198,2.70E-18,,,,,,
64382318,0.997067449,118.7683284,0,0,3.866073274,29.45740531,29.71001935,1.1216397,17.44200048,83.96131989,,1.46919449,2.69E-18,,,,,,
64609464,0.997067449,118.4164223,0,0,3.880137139,29.66370171,29.91639456,1.1216397,17.44200048,83.08428232,,1.472225345,2.68E-18,,,,,,
64836610,0.997067449,118.0645161,0,0,3.89435103,29.87074445,30.12353472,1.1216397,17.44200048,82.21934456,,1.475246046,2.67E-18,,,,,,
65063756,0.997067449,117.888563,0,0,3.901514744,29.97454816,30.22739411,1.1216397,17.44200048,81.64856954,,1.476752645,2.66E-18,,,,,,
65290902,0.997067449,117.5366569,0,0,3.915956742,30.18272526,30.4356965,1.1216397,17.44200048,80.80332596,,1.479758451,2.65E-18,,,,,,
65518048,0.997067449,117.3607038,0,0,3.923235443,30.28710066,30.5401415,1.1216397,17.44200048,80.2456881,,1.481257701,2.64E-18,,,,,,
65745194,0.997067449,117.0087977,0,0,3.937909309,30.49643022,30.74962416,1.1216397,17.44200048,79.41953489,,1.484249006,2.63E-18,,,,,,
65972340,1.055718475,116.6568915,0,0,4.184066769,30.68967164,30.97357519,1.129239143,16.47518773,78.64773612,,1.486992242,2.62E-18,,,,,,
66199486,1.055718475,116.4809384,0,0,4.191974448,30.79493033,31.07893795,1.129239143,16.47518773,78.10997754,,1.488479226,2.61E-18,,,,,,
66426632,1.055718475,116.1290323,0,0,4.207916409,31.00604046,31.29027174,1.129239143,16.47518773,77.31287326,,1.491446309,2.60E-18,,,,,,
66653778,1.055718475,115.7771261,0,0,4.224028741,31.21794788,31.50242353,1.129239143,16.47518773,76.52639135,,1.494404351,2.60E-18,,,,,,
66880924,1.055718475,115.601173,0,0,4.232149391,31.32420322,31.60880883,1.129239143,16.47518773,76.00778191,,1.495880033,2.59E-18,,,,,,
67108070,1.055718475,115.2492669,0,0,4.248520868,31.53732248,31.82220355,1.129239143,16.47518773,75.23861432,,1.498824819,2.58E-18,,,,,,
67335216,1.055718475,115.0733138,0,0,4.256772183,31.64418855,31.92921512,1.129239143,16.47518773,74.73157497,,1.500293964,2.57E-18,,,,,,
67562362,1.055718475,114.7214076,0,0,4.273407201,31.858539,32.14387214,1.129239143,16.47518773,73.97920781,,1.503225856,2.56E-18,,,,,,
67789508,1.055718475,114.3695015,0,0,4.290220408,32.07372114,32.35938163,1.129239143,16.47518773,73.23665924,,1.506149349,2.55E-18,,,,,,
68016654,0.997067449,114.1935484,0,0,4.061091242,32.19979829,32.45488363,1.1216397,17.44200048,72.70628285,,1.507853151,2.54E-18,,,,,,
68243800,0.997067449,113.8416422,0,0,4.077240396,32.41643956,32.6718448,1.1216397,17.44200048,71.97999996,,1.510765313,2.54E-18,,,,,,
68470946,0.997067449,113.4897361,0,0,4.093562918,32.63393707,32.88968084,1.1216397,17.44200048,71.2630747,,1.513669472,2.53E-18,,,,,,
68698092,0.997067449,113.313783,0,0,4.101789817,32.74300976,32.9989298,1.1216397,17.44200048,70.79084289,,1.515118598,2.52E-18,,,,,,
68925238,0.997067449,112.9618768,0,0,4.118376154,32.96180878,33.21809537,1.1216397,17.44200048,70.08919085,,1.518011036,2.51E-18,,,,,,
69152384,0.997067449,112.7859238,0,0,4.126736105,33.07153743,33.32801432,1.1216397,17.44200048,69.62718138,,1.519454385,2.50E-18,,,,,,
69379530,0.997067449,112.4340176,0,0,4.143590868,33.29165885,33.54853043,1.1216397,17.44200048,68.94036321,,1.522335436,2.49E-18,,,,,,
69606676,0.997067449,112.2580645,0,0,4.152086204,33.40205399,33.65912997,1.1216397,17.44200048,68.48828443,,1.523773174,2.49E-18,,,,,,
69833822,0.997067449,111.9061584,0,0,4.169214115,33.62351907,33.88101801,1.1216397,17.44200048,67.81587653,,1.526643165,2.48E-18,,,,,,
70060968,0.997067449,111.5542522,0,0,4.186526803,33.84589192,34.10383273,1.1216397,17.44200048,67.15189294,,1.529505963,2.47E-18,,,,,,
70288114,0.997067449,111.3782991,0,0,4.195253121,33.9574218,34.21559065,1.1216397,17.44200048,66.71504092,,1.530934709,2.46E-18,,,,,,
70515260,0.997067449,111.026393,0,0,4.212847084,34.18117457,34.43981381,1.1216397,17.44200048,66.06482097,,1.533786982,2.45E-18,,,,,,
70742406,0.997067449,110.8504399,0,0,4.22171529,34.29339994,34.55228153,1.1216397,17.44200048,65.63719081,,1.535210544,2.45E-18,,,,,,
70969552,0.997067449,110.4985337,0,0,4.239595563,34.51855489,34.77793557,1.1216397,17.44200048,65.00034874,,1.538052606,2.44E-18,,,,,,
71196698,0.997067449,110.3225806,0,0,4.248608204,34.63148699,34.89112441,1.1216397,17.44200048,64.58168391,,1.539471139,2.43E-18,,,,,,
71423844,0.997067449,109.9706745,0,0,4.266779945,34.85806678,35.11823217,1.1216397,17.44200048,63.95784742,,1.542303298,2.42E-18,,,,,,
71650990,0.997067449,109.7947214,0,0,4.275939633,34.97171704,35.23215367,1.1216397,17.44200048,63.54790023,,1.543716956,2.41E-18,,,,,,
71878136,0.938416422,109.4428152,0,0,4.043058812,35.21956728,35.45087085,1.114091398,18.52980532,62.90128742,,1.546784016,2.41E-18,,,,,,
72105282,0.938416422,109.0909091,0,0,4.060645381,35.44878902,35.68060374,1.114091398,18.52980532,62.29767991,,1.549601404,2.40E-18,,,,,,
72332428,0.938416422,108.914956,0,0,4.069510363,35.56377102,35.79584786,1.114091398,18.52980532,61.90126261,,1.551007805,2.39E-18,,,,,,
72559574,0.938416422,108.7390029,0,0,4.078423532,35.67900223,35.91134554,1.114091398,18.52980532,61.50818773,,1.552412701,2.38E-18,,,,,,
72786720,0.938416422,108.3870968,0,0,4.09639561,35.91021766,36.14310708,1.114091398,18.52980532,60.92144132,,1.555218038,2.38E-18,,,,,,
73013866,0.938416422,108.0351906,0,0,4.114564001,36.14244616,36.37589932,1.114091398,18.52980532,60.34168995,,1.558017543,2.37E-18,,,,,,
73241012,0.938416422,107.8592375,0,0,4.12372257,36.25894375,36.49268542,1.114091398,18.52980532,59.96127668,,1.559415149,2.36E-18,,,,,,
73468158,0.938416422,107.5073314,0,0,4.142189988,36.49271251,36.72704459,1.114091398,18.52980532,59.3929722,,1.562206146,2.35E-18,,,,,,
73695304,0.938416422,107.3313783,0,0,4.151499458,36.60998648,36.84462048,1.114091398,18.52980532,59.02024025,,1.563599569,2.35E-18,,,,,,
73922450,0.938416422,106.9794721,0,0,4.170271495,36.84532069,37.08057202,1.114091398,18.52980532,58.46307619,,1.566382341,2.34E-18,,,,,,
74149596,0.938416422,106.8035191,0,0,4.179734699,36.96338378,37.19895055,1.114091398,18.52980532,58.0978212,,1.567771721,2.33E-18,,,,,,
74376742,0.938416422,106.4516129,0,0,4.198817088,37.20030909,37.43652042,1.114091398,18.52980532,57.55150131,,1.570546548,2.33E-18,,,,,,
74603888,0.938416422,106.2756598,0,0,4.208436927,37.31917422,37.55571469,1.114091398,18.52980532,57.1935257,,1.571932025,2.32E-18,,,,,,
74831034,0.938416422,105.9237537,0,0,4.227835546,37.55771677,37.79492932,1.114091398,18.52980532,56.65776353,,1.574699183,2.31E-18,,,,,,
75058180,0.938416422,105.7478006,0,0,4.237614997,37.67739715,37.91495268,1.114091398,18.52980532,56.30687615,,1.576080893,2.30E-18,,,,,,
75285326,0.938416422,105.3958944,0,0,4.257335874,37.91758356,38.15583902,1.114091398,18.52980532,55.78139467,,1.578840652,2.30E-18,,,,,,
75512472,0.938416422,105.2199413,0,0,4.267277988,38.03809261,38.27670506,1.114091398,18.52980532,55.43741064,,1.580218731,2.29E-18,,,,,,
75739618,0.879765396,104.8680352,0,0,4.020678234,38.30143095,38.51188734,1.106593895,19.76280068,54.89113946,,1.583215,2.28E-18,,,,,,
75966764,0.879765396,104.6920821,0,0,4.030162815,38.4229013,38.63368422,1.106593895,19.76280068,54.55399683,,1.584590155,2.28E-18,,,,,,
76193910,0.879765396,104.340176,0,0,4.049289957,38.66669748,38.87814609,1.106593895,19.76280068,54.04842153,,1.587337081,2.27E-18,,,,,,
76421056,0.879765396,104.1642229,0,0,4.058933198,38.78902646,39.00081425,1.106593895,19.76280068,53.71782772,,1.58870888,2.26E-18,,,,,,
76648202,0.879765396,103.9882698,0,0,4.068630008,38.91164481,39.12377604,1.106593895,19.76280068,53.38986167,,1.590079589,2.26E-18,,,,,,
76875348,0.879765396,103.6363636,0,0,4.088185728,39.15775601,39.37058697,1.106593895,19.76280068,52.89753877,,1.592817796,2.25E-18,,,,,,
77102494,0.879765396,103.4604106,0,0,4.098045341,39.28125208,39.49443937,1.106593895,19.76280068,52.57588692,,1.594185322,2.24E-18,,,,,,
77329640,0.879765396,103.1085044,0,0,4.11792985,39.52913333,39.74304629,1.106593895,19.76280068,52.09272489,,1.596917293,2.24E-18,,,,,,
77556786,0.879765396,102.9325513,0,0,4.127955467,39.65352179,39.86780413,1.106593895,19.76280068,51.77722708,,1.598281765,2.23E-18,,,,,,
77783932,0.879765396,102.5806452,0,0,4.14817525,39.90320266,40.11823701,1.106593895,19.76280068,51.30299381,,1.601007754,2.22E-18,,,,,,
78011078,0.879765396,102.4046921,0,0,4.158370157,40.02849843,40.24391543,1.106593895,19.76280068,50.99349492,,1.602369299,2.22E-18,,,,,,
78238224,0.879765396,102.0527859,0,0,4.178931872,40.28000909,40.49620481,1.106593895,19.76280068,50.52796563,,1.60508956,2.21E-18,,,,,,
78465370,0.879765396,101.8768328,0,0,4.18929944,40.4062274,40.62281924,1.106593895,19.76280068,50.22431539,,1.606448304,2.20E-18,,,,,,
78692516,0.879765396,101.5249267,0,0,4.210209918,40.65959861,40.8769963,1.106593895,19.76280068,49.76727232,,1.609163087,2.20E-18,,,,,,
78919662,0.879765396,101.3489736,0,0,4.220753607,40.78675499,41.00456247,1.106593895,19.76280068,49.46932513,,1.610519154,2.19E-18,,,,,,
79146808,0.879765396,101.1730205,0,0,4.231356788,40.91422756,41.13244944,1.106593895,19.76280068,49.17366696,,1.611874356,2.19E-18,,,,,,
79373954,0.879765396,100.8211144,0,0,4.252743221,41.17012839,41.38919299,1.106593895,19.76280068,48.72817204,,1.614582221,2.18E-18,,,,,,
79601100,0.879765396,100.6451613,0,0,4.26352728,41.29856021,41.51805319,1.106593895,19.76280068,48.43801929,,1.615934911,2.17E-18,,,,,,
79828246,0.879765396,100.4692082,0,0,4.274372445,41.42731539,41.64724145,1.106593895,19.76280068,48.15007618,,1.617286791,2.17E-18,,,,,,
80055392,0.879765396,100.1173021,0,0,4.296247743,41.68580308,41.90660954,1.106593895,19.76280068,47.7157325,,1.619988173,2.16E-18,,,,,,
80282538,0.879765396,99.94134897,0,0,4.307278713,41.81553926,42.03679309,1.106593895,19.76280068,47.43310566,,1.621337702,2.15E-18,,,,,,
80509684,0.82111437,99.58944282,0,0,4.04228874,42.09979814,42.29341676,1.099146847,21.17209884,46.97991436,,1.624280013,2.15E-18,,,,,,
80736830,0.82111437,99.41348974,0,0,4.052770839,42.23066784,42.42468925,1.099146847,21.17209884,46.70256282,,1.625627949,2.14E-18,,,,,,
80963976,0.82111437,99.06158358,0,0,4.073915099,42.49342097,42.6882608,1.099146847,21.17209884,46.28356818,,1.628321696,2.14E-18,,,,,,
81191122,0.82111437,98.8856305,0,0,4.084578083,42.62530823,42.82056375,1.099146847,21.17209884,46.01127635,,1.629667532,2.13E-18,,,,,,
81418268,0.82111437,98.70967742,0,0,4.095302194,42.75753854,42.95321411,1.099146847,21.17209884,45.74101537,,1.631012696,2.12E-18,,,,,,
81645414,0.82111437,98.35777126,0,0,4.116935482,43.02303614,43.21956498,1.099146847,21.17209884,45.33227403,,1.633701055,2.12E-18,,,,,,
81872560,0.82111437,98.18181818,0,0,4.127845513,43.15630738,43.35326948,1.099146847,21.17209884,45.06690239,,1.635044278,2.11E-18,,,,,,
82099706,0.82111437,97.82991202,0,0,4.149854516,43.42390468,43.62174676,1.099146847,21.17209884,44.66526157,,1.637728873,2.11E-18,,,,,,
82326852,0.82111437,97.65395894,0,0,4.160954365,43.55823479,43.75652362,1.099146847,21.17209884,44.4046627,,1.639070271,2.10E-18,,,,,,
82553998,0.82111437,97.30205279,0,0,4.183346982,43.82796806,44.02716407,1.099146847,21.17209884,44.00995345,,1.641751337,2.10E-18,,,,,,
82781144,0.82111437,97.12609971,0,0,4.194640652,43.96337535,44.16303185,1.099146847,21.17209884,43.75401424,,1.643091029,2.09E-18,,,,,,
